review_text,rating,date
Nice apk,5,2021-02-05 10:32:19
Dont down and or use it. Even after setting transaction pin still asks for set new transaction pin.,1,2021-02-05 07:35:42
Bank Transfer is back yes 👍,5,2021-02-03 11:43:44
Enable bank transfer ASAP,1,2021-02-02 08:14:40
Enable bank transfer. This is too much. I want to transfer wallet balance to bank,1,2021-02-01 14:29:53
Good app . Moru app use garna chai sajilo chha.,5,2021-01-31 15:32:42
Bank transfer not enabled... But are fooling us in whats new. The main Region to use MORU was free bank transfer. 👎️,1,2021-01-31 09:31:48
My wallet id disable why. Many timr i will tell us my id disable enable plz but team not responsible my request. I have already 1700 money my wallet.,1,2021-01-31 07:37:18
Where is bank transfer enabled? It has been so many days. App update says bank transfer enabled but still its not..,1,2021-01-31 05:28:48
Good app,5,2021-01-30 20:49:46
"Lots of scope for improvement in Your functions in both Frontend and backend. Frontend ko dherai kaam cha hai. Giving 5 star ⭐ just for your efforts in Nepali market. Esewa lai compete gardai hunuhuncha, alik daami app prastut garnus na. All the best Moru.",5,2021-01-30 20:38:54
Amazing app. Very good service,5,2021-01-30 17:43:46
Worst app . no customer support. Not any options after loading wallet. Never use it,1,2021-01-30 17:15:03
Gazzab ko racha tapai ko offer. I like it. Keep it up. Just don't stop bringing such offers. Esewa ko monopoly todna parcha hai.......,5,2021-01-29 22:44:17
"I really like the idea of them in penetration of Nepal market, they don't have a single agent in the market. It's the first time Nepali digital wallet working on serving directly to Nepali people rather than pushing them all to agents. Good job 👍.",5,2021-01-29 22:42:36
"Although this app is new, it has a great potential in Digitalizing Nepal and I believe in this brand. Best of luck",5,2021-01-29 22:39:31
"यो Moru Digital Wallet केहि समयको लागी Bank Transfer को लागी Disable Service भये पनि अझै मलाई यो Wallet प्रति पूर्ण विश्वास छ। आगामी दिनहरुमा यो Moru Digital Wallet ले समस्या रहित कार्य गर्न सकोस्, शुभकामना!!",5,2021-01-29 17:14:22
I like this app amazing,5,2021-01-29 14:21:34
Awesome experience and this app has great potential in Nepal. All the best Moru.,5,2021-01-29 12:09:26
Good service,5,2021-01-28 21:29:12
Excellent return bonus...,5,2021-01-28 18:12:18
nice,1,2021-01-28 11:00:27
It's good for me,4,2021-01-28 06:18:34
New service but good customer service I'm empress....❤️❤️❤️,5,2021-01-24 19:34:11
Useless!,1,2021-01-20 21:58:32
i have topup 10 rupies in ncell but i have not got any money,4,2021-01-20 14:26:12
!!!!!!! Beware!!!!!! This app is a SCAM!! Please dont load money on this app. It will vanish. Do not load money on this app. !!,1,2021-01-19 22:16:42
Malai ni thik lagena yo app... free bank transfer vanne ani transfer garda service disabled vanne...,1,2021-01-19 21:48:08
i didnt get refer money,2,2021-01-19 19:59:10
Best and fastest top up app,5,2021-01-19 19:49:05
Bad interface,1,2021-01-19 17:00:21
What is the refral code & how to get it?,1,2021-01-19 12:40:23
This app doesn't provide Nabil Bank option so i have gave 1 star rating to this app if you provide me Nabil Bank option than i will give you full star rating.,1,2021-01-18 12:51:46
Gu apps,1,2021-01-16 20:01:39
Good,3,2021-01-16 18:14:37
Refer and earn diyena yo app le 1 days ko matra kasto refer ani kyc verify huna 3 din lagxa ....yo app use nagara khoi jana refer and earn diyo matra use garne natra nagarne aba,1,2021-01-16 01:32:20
Bad,5,2021-01-15 22:00:13
Good service.,5,2021-01-15 17:40:08
They didn't verify my kyc. It been 3 day still my kyc isn't verify.,1,2021-01-15 09:46:57
Saly Demen scammer I even can't sign up,1,2021-01-15 08:56:21
Good emerging wallet service provider in Nepal.,4,2021-01-15 08:42:55
"Kati dherai ramro application hau. Yo aoo le malai sarai khusj banaucha. Aba top-up ma 3% cashback ra bank transfer pani free nai cha. Malai ta yeti bhaye pugyo. Euta request cha hai offline mode ma pani chalaune banai dinu paryo yo app lai. Babbal chalcha ani. Dherai badhai yo app chalai deko ma, mero desh agadi badhdai cha aba. Kei ta garla hai yo Nepal desh ma pani digital wallet haru le.",5,2021-01-15 08:11:14
"One of the best digital wallet I have come across. Hajur haru ko look and feel thik garnus. Sabai kura thik cha aru. La best wishes cha hai. Chittai agadi badhum aru wallet haru lai takkar dinu parns cha. asti samma esewa chalauthe aba Moru chalauchu, ki a bhane 3% cashback cha ya ta.",5,2021-01-15 08:07:48
1 din ko refer and earn ko offer kasto ho 1 week samma ta dinu partyo ni sabai manxe varkar start gareko tiye refer garna hjr haru le refer gareko ni paisa dinu bhayena ani tyo ni close vayo xito bhanda xito aaunu paryo refer and earn... Then5 star pauxa,1,2021-01-15 00:53:42
It doesn't give me refferal of last 2 person,1,2021-01-14 14:12:54
A lots of my friends installed the app with my code but I am not getting any refer and earn points after last night .how to resolve it?,3,2021-01-14 10:52:21
After filling all data correctly kyc form is not verified and i stuck in same page.usless,3,2021-01-14 09:00:06
Improve In your referral it's not counting my referring,1,2021-01-14 08:52:08
Useless and totally fake app I refer many of my friends and family members but it's not counting my referring,1,2021-01-14 08:48:56
It's good app,5,2021-01-14 08:36:13
Op app i like more than pubg,5,2021-01-14 01:03:10
Nice,5,2021-01-13 23:04:02
Refer and earn is over,1,2021-01-13 22:49:47
I love this app but perform slow ... Make it better,5,2021-01-13 19:37:27
Nice 👍👍 app,5,2021-01-13 17:18:15
Kyc gareypxi 5000 rey kyc ni gareytara 5000 xaina ali maza ayena kita vandai na vannu parney ho 🌹,1,2021-01-13 15:59:20
This apk facke and time west,1,2021-01-13 11:06:48
Sahi ho,5,2021-01-12 23:08:35
I send money to my mobile no. But payment isn't coming in my no..,1,2021-01-12 22:19:13
Very usefull app.,5,2021-01-12 21:18:29
Nice app,5,2021-01-12 20:43:31
Worst app ever,1,2021-01-12 15:26:59
It will be far better if there a fingerprint security is also available and i feel it has a lack of security wise option. Hope next version you will update your app.,4,2021-01-12 15:00:03
Very nice app,5,2021-01-12 13:43:02
Good App,5,2021-01-12 08:00:50
Best app for doing online stuff in Nepal,5,2021-01-12 06:06:59
nice,5,2021-01-11 23:34:28
Nice app for digital transcation.,5,2021-01-11 17:37:11
Poor management,5,2021-01-11 09:20:13
"Everything is good , amazed with your service but this app has technical errors . Sometimes if we are transferring the money or loading money it creates the problem. Like, we load the money and it don't show the balance in app , we transfer the money it says deducted but couldn't receive money in another platform.. please fix it",4,2021-01-11 07:26:19
Nice application very good,5,2021-01-11 02:22:33
Wallet ma vayeko paisama intrest dinus,5,2021-01-09 19:31:43
Mob banking bata load garne option nai aako xaina ajja samman aafno password diyara ko paisa halla yasma hacked ayasi account chito banaunu paryo yasko upaya,3,2021-01-09 12:25:20
The rising digital currency app for Nepal.,5,2021-01-09 07:49:14
"change color combination, create username system. like to send money we dont require receiver number. it can be any username. privacy is what peoples wants.",5,2021-01-08 16:32:40
It doesn't give cash back in internet bill paying.and do not give refer system like esewa or ime pay,1,2021-01-08 15:17:50
All are good but Its include two problem we need dark them and we Need Game Topup plz Moru developer include that our problem😊,5,2021-01-08 13:47:30
How can we contact you ? if any issue problem.,3,2021-01-04 11:19:09
I will rate it 1 because it is useless because my bank account is in nepal bangladesh bank it has no option,1,2021-01-04 10:45:39
Sabai ramro lagyo but IME Corporative Bank ma yesbata kasari paisa pathaune hola.....garho paryo tw,3,2020-12-31 21:32:01
Electricity ma cashback xa ki nai? If yes how many?,4,2020-12-28 21:59:36
Good app,5,2020-12-17 16:48:53
Great app for Nepalese market,5,2020-12-09 19:27:44
3% on top up 🤗🤗🤗,5,2020-12-09 17:50:49
Baker app,1,2020-12-08 18:08:16
Nice app,5,2020-12-01 19:22:11
Need improvement,4,2020-11-26 12:59:36
Good,5,2020-11-25 18:19:17
Very user friendly app. Easy to use. Transparant transaction,5,2020-11-25 13:20:41
Very good,5,2020-11-21 19:38:06
Please add Ulemapay alsoain the payment system if you want to make popular this,1,2020-11-21 14:36:33
When are we getting support of visa cards it's good but we also should be able to load funds from our cards,2,2020-11-21 14:24:22
I am sure its deserve its come with new idea then other 😊😊,5,2020-11-14 08:56:43
Kasto app ho yo.password Hanna mildena.yo bug lai schauna paryo,4,2020-11-12 11:08:41
App is user friendly .. and fine something needed to be change..,4,2020-11-09 20:06:50
Deserve 5 star.,5,2020-11-08 00:15:31
I need international payment.....,5,2020-11-06 17:12:19
tq but you should provide to recharge in google play also but this is good app than others,5,2020-11-04 10:47:06
Aaba moru digital jiban duty😃😃😃: happy moru customer,5,2020-11-04 09:15:20
Good,4,2020-11-04 08:33:33
Number nai verify vayena ta....ab k garne hola???,1,2020-11-02 07:58:03
There was problem on registering account. While creating account problem was coming failed to send verification code .solve it,1,2020-11-02 07:33:22
It's good to introduce New payment wallet to Nepal. But Nothing is Unique than others. We want International Payment Methods in Nepal,3,2020-11-01 12:46:47
Please add SBI and Nabil bank The banks are limited. Plz increase no. of banks for money loading.,1,2020-10-30 20:25:02
Refer and earn xaina yesma,5,2020-10-30 15:06:39
Great App. so friendly but as i m a small business person need to have business ID. and MORU should be integrated for game payment like in Kunyo.co and many more.,5,2020-10-30 13:06:15
do fast bring refer & earn system,5,2020-10-26 19:37:07
"Best app ever , love the interface & the system they validate bank account , like if the amount information is wrong they first make sure us that it is wrong & the free bank transfer service is just wow. Better than any other ECommerce wallet like esewa or other third class app. Just wow. Push hard & do some advertisement afterall it will be the no one Wallet of Nepal.",5,2020-10-24 18:28:55
I liked this app because of its simple layout but I prefer having all things on home screen only. I know you will soon bring more features.,5,2020-10-17 19:22:27
Good,5,2020-09-15 18:41:33
"Bank transfer & P2P is completely free, i love this app",5,2020-09-13 18:20:55
just started,5,2020-08-27 22:38:58
"I couldn't create my account. After filling all details, when i clicked on create now, nothing happens & i got stuck in same page.",1,2020-08-25 00:25:47
Nice app which will Compette with all wallet of nepal. Best app. Leave esewa and Khalti join Moru. More advantages,5,2020-08-23 11:02:10
Very good digital app in nepal• easy & user friendly--- best app,5,2020-08-20 18:00:50
"Great App!! Very clear transaction history, bank transfer is also free !!wow🙂 Futher i love repeat transaction feature of this app as it saves my time to execute transaction. I strongly suggest all to try this app at least once.",4,2020-08-17 11:51:52
"Ha ha I used to be an user of esewa, was very happy but I realized that they had said the bank trnasfer was free, but when I tried to do bank account transfer they charged fee now. I was told about moru by my friend, that they no charge fror bank trnasfer. I doubted him, but when use, Actually the Bank transfer to any account is free. Wow I will do bank transfer here. I had faced a problem when loading from macchapu bank, but the team responded very quick. People from this app talk very nicely.",5,2020-08-08 11:46:20
"Recent transactions at front, click to repeat and boom the topup is done in 3 steps. Seeing all transaction in transaction history I feel like I don’t need an accountant for my business. There is good bonus, but why haven’t you advertised. Bank transfer is still free. Moru app is medicine in corona time. When will I be able to click photo of my money to load wallet. It doesn’t seem possible but may be, it would be nice. There has to be different option in e wallets. So I encourage people to try",5,2020-08-08 11:41:49
"Very easy to use All transactions come in front this is very different It seems App is being regularly updated . You guys are regularly being bugs. This is good. Like other app in Nepal, I can send money, make a bank transfer, even request money, When I need. I am of very shy nature , so it is of great help as i can pay bills with out talking to anyone. They way the app tell me about my expenses.I am sure I will be better at managing them ,and be able to save more. One criticism is that i don t like the color of the app.",4,2020-08-06 14:03:46
"Previously, code verification system was not working and now found it is working. I got registered. Hope to get more facilities in the app.",1,2020-08-01 21:48:29
It is good app some bug sould be fixed if most of the bug will be fixed then it will be a trending app from my view it is the best app one day it will have more downalods than esewa.From my side all the best,5,2020-07-30 20:49:54
Good app,5,2020-07-22 11:35:37
Good app in nepal,5,2020-07-16 10:25:04
Trending moru,5,2020-07-13 09:03:45
Great app!!,5,2020-07-05 15:13:13
Best wallet app currently on the market,5,2020-07-04 21:07:31
I first hesitated to download this app. My grandma who was in cancer stage 2 got cured after she downloaded this app on her phone. I downloaded this to try and now I am able to fly 5000miles a day.,5,2020-07-04 20:45:57
very good digital payment service,5,2020-07-03 15:40:54
"I am waiting verification code, and its already 1 hour And cannot register cause it says too much attempt... Good luck",1,2020-07-03 07:35:32
Cannot create account. Shows too many attempts to register.,1,2020-06-25 23:42:02
It is perfect,5,2020-06-16 21:40:11
Trending app,5,2020-06-11 09:38:45
Trending appin nepal,5,2020-06-02 18:02:01
Good app,5,2020-06-02 17:57:25
Best digital wallet,5,2020-05-27 09:33:43
Good,5,2020-05-05 10:09:14
Good digital wallet,5,2020-03-15 18:42:45
Good app,5,2020-03-03 13:21:56
good app,5,2020-02-26 20:38:03
good,5,2020-02-15 18:38:25
good app,5,2020-02-14 19:17:23
