review_text,rating,date
Please add manju shree finance limited also for load money .,4,2021-10-09 18:57:27
I will try to,5,2021-10-09 16:02:50
i don't have money,1,2021-10-08 15:32:55
i really like this aap more than other❤️ no any problem to load money from mobile banking just love it❤️,5,2021-10-07 11:35:33
This app don't give rs 5000 after 1 month. After kyc verified,1,2021-10-06 15:37:56
good,5,2021-10-04 14:25:07
Nice payment app,5,2021-10-03 21:23:12
nice. App,5,2021-10-02 08:59:41
it's very good system,5,2021-10-02 07:17:17
this app is very amazing,5,2021-10-01 16:41:58
"I feel very comfortable using this app in comparison to other apps. However app is still to be improved. Following are some issues I have faced:- 1. Loading fund some times takes more time (25-30 mins) 2. Not all banks are linked, like Nepal SBI So I suggest to the Team make it more convenient and Quick. Remainings are good. Thanks",4,2021-10-01 13:49:44
Bad service. Amount is kept on hold for long time while transferring to bank acc. Not useful apps.,1,2021-10-01 09:59:30
moru..digital .apk,5,2021-09-28 20:50:59
Perfect app,5,2021-09-28 15:00:57
Randi ko xoro mg thaagxas manxi Lai dis hanxas Tesai manxi ko time loss gareko xa vate,1,2021-09-28 10:39:24
Love,5,2021-09-28 02:36:23
How to used this application,5,2021-09-27 22:27:19
Id disabled garera mero Rs25000 scam garyo moru le ma police report garxu,1,2021-09-27 18:58:01
good,3,2021-09-27 17:43:19
I like it's free bank transfer feature.,5,2021-09-27 16:21:03
Super,5,2021-09-27 15:32:57
Nice,4,2021-09-27 11:46:34
Clear app,3,2021-09-27 06:42:14
Sachai Kai ho ke yo 500 free .ma,5,2021-09-26 22:44:08
Plze give me pisa,5,2021-09-26 07:04:12
good moru,5,2021-09-25 10:56:30
ok,5,2021-09-24 20:00:04
I dont know how to ise but i thik it is useable😁😁,5,2021-09-23 19:13:15
Useless,1,2021-09-23 16:04:54
very good app,5,2021-09-22 12:40:57
No charge for transferring funds from one bank to another attracts most of the user. Best wishes Moru Team.,5,2021-09-21 23:52:24
Best digital wallet ever. I'd like to suggest you to link more merchants and business firms to make the digital payments more easy.,5,2021-09-20 18:19:19
nice 👍 application,5,2021-09-20 11:32:06
Fake apps,5,2021-09-19 11:04:29
Wow,5,2021-09-19 08:46:15
wowowo it's nice. earnings app,5,2021-09-18 12:43:15
it's not bad,3,2021-09-17 09:32:22
good app,5,2021-09-16 19:29:17
Good,5,2021-09-16 16:50:53
very good,5,2021-09-16 12:44:36
It help in earning moneybat home,5,2021-09-15 15:33:35
after uploading kyc form .i found mistake in my kyc instead of bahadur i wrote bhadur how can i edit agin.. thats the reason by kyc is not verified ?,1,2021-09-15 10:30:23
good,5,2021-09-14 16:54:11
मस्त,1,2021-09-14 14:20:59
Best digital payment app...,5,2021-09-14 13:36:00
व्यावसायीलाई क्यासब्याक बढाउन पर्‍यो ब्याङ्क ट्रान्सफर निःशुल्क हुनाले हरेक दिन यो वालेट खोल्नै पर्छ मलाई 😍,4,2021-09-13 22:56:04
like this,5,2021-09-13 18:42:57
very nice app,3,2021-09-13 02:52:55
this app is good 👌,5,2021-09-12 13:19:37
I like him apps,1,2021-09-12 11:31:52
good,5,2021-09-12 11:24:25
"I think this application is very very good ! means that it's app makes money 💰 for student!! I given 5 star 🌟🔯 This is 100% Real App, For Make Money 💰 Online Fast By Refer I given a first comment in the play store Make Digital Nepal #Moru_App",5,2021-09-12 00:07:39
This is a best app,5,2021-09-11 15:45:46
wow its too good app,4,2021-09-10 23:07:04
I am happy but the payment given by moru is completely less.only 11 so i sure and suggest you payment is increase 30 only,2,2021-09-09 11:03:57
good,5,2021-09-08 22:46:52
गुड,5,2021-09-08 22:22:28
ok,1,2021-09-08 14:15:46
nice,5,2021-09-08 08:55:18
good nepali app for bill payment,5,2021-09-08 08:24:49
Please dont use this wallet deposit garda bank bata katxa but moru ma aaudaina ani support sanga nai kura garnu parxa 1 din paxi matra haldinxa so dont use natra 1 din sama paisa freez hunxa,1,2021-09-08 07:57:50
love you nepal,5,2021-09-07 19:31:02
nice,5,2021-09-07 17:09:32
bank withdrawal free vayera dami lagyo,5,2021-09-06 20:54:41
it is good app it is very helpfull,5,2021-09-06 19:50:04
यो एप मा मेरो त पैसा आएन।,3,2021-09-06 14:31:57
why not my kyc updated ?,5,2021-09-05 18:36:25
best income app,5,2021-09-05 11:43:30
good service,5,2021-09-05 09:16:57
best app,5,2021-09-04 22:14:25
Omg this is amazing app i am sign up and I got 11rupies bonus,5,2021-09-04 12:25:32
Thank you,5,2021-09-04 10:59:36
this app is very nice,5,2021-09-04 00:10:09
I'm First time Start using this app...,5,2021-09-03 23:01:09
good but need more cashback points,4,2021-09-03 00:59:11
Feeling good using it,5,2021-09-02 20:22:04
good,5,2021-09-02 16:54:44
Lalita thami1,5,2021-09-02 13:03:44
Maile 11 rs matra paye earn garne tarika vndinus,2,2021-09-02 07:11:28
good,5,2021-09-01 20:40:19
kis bank m amount deposit hoga,5,2021-09-01 15:45:21
good,5,2021-09-01 10:49:01
nice app,5,2021-09-01 06:53:29
This is good application,5,2021-09-01 05:48:07
App j pani hos... Tara recharge garna paiyo 11 ko lahar le... Tesko lagi 5 star,5,2021-08-31 22:56:41
this app is really good,5,2021-08-31 10:49:09
Great app,5,2021-08-30 22:49:53
very impressive app...bt sometime qr code isn't working properly...,3,2021-08-30 20:54:05
good,5,2021-08-30 18:24:40
Good,5,2021-08-30 11:07:14
"This is app is good. But this app cannot work in offline mode like mobile topup, data pack. If this app can work in offline mode for only some transactions like mobile topup, data pack then this app will be amazing apps for user.",3,2021-08-29 22:49:34
This is good app,5,2021-08-28 20:15:20
better,5,2021-08-28 18:12:12
Really nice app,5,2021-08-27 21:55:36
where is my money I haven't received yet 😔,1,2021-08-27 12:43:23
Dehrai ramro xa,1,2021-08-27 12:07:59
please give me a 500 rs,5,2021-08-27 09:40:08
Very very very very very ..... useful app for me,5,2021-08-26 18:04:27
Best mobile wallet application and I love the free bank transfer.,5,2021-08-26 15:48:11
Can i get free data for this app,4,2021-08-26 12:38:30
ATRTASARTATAttasrr,1,2021-08-26 11:42:07
कुन कुन देश को सिम बाट खोल्न मिल्छ होला सर,1,2021-08-26 05:49:28
awesome,4,2021-08-25 16:32:03
this is great,5,2021-08-25 15:32:25
topup,5,2021-08-25 15:31:13
bhyana,5,2021-08-25 12:37:47
Nice application,4,2021-08-25 10:28:02
useful appp,4,2021-08-24 23:50:00
10 rupaya kahai mero 😡😡,1,2021-08-24 12:43:18
This is very good app that I have ever seen it so try it and earn money 🔥🔥👌👌,5,2021-08-24 12:35:24
i love this application,5,2021-08-23 15:46:00
Nice,5,2021-08-23 14:56:35
it's too good,5,2021-08-23 11:12:38
"well but,it has improved to offline also",3,2021-08-22 13:26:40
nice plz coin plz😭😭😭🙏🙏🙏🙏,5,2021-08-22 10:26:39
Don`T trust this app. Tanscaction always fails. It can even hack privacy. Don`t install it. Scam!!!,1,2021-08-21 10:38:45
great job ❣❣😘😘,5,2021-08-21 06:44:15
fake app ..fool.complet fake one ..i i dont need it it a complet fake,1,2021-08-20 12:28:30
I cannot load money in more app from century bank account please help me,1,2021-08-20 10:16:15
good app,1,2021-08-20 07:33:40
nice,5,2021-08-19 19:42:26
I have more than 5 years teaching experience,4,2021-08-19 17:08:43
Good app,5,2021-08-19 16:53:36
thank you,5,2021-08-18 18:57:07
good,5,2021-08-18 11:33:30
earn to money,5,2021-08-18 11:31:16
plese blc,5,2021-08-17 23:27:10
Nice App,5,2021-08-17 21:15:01
Lila stha,1,2021-08-17 13:52:43
The device problem is very bad. Once a device login moru app then again login . Then it cant give money. When login in same device. Either the sims are different.,5,2021-08-16 21:30:42
Good,5,2021-08-16 21:07:42
best wallet in Nepal,5,2021-08-16 08:54:48
👍🔥⭐⭐⭐⭐🌟,5,2021-08-16 06:53:39
excellent,5,2021-08-15 19:18:13
opps,5,2021-08-15 17:17:01
okay dear,5,2021-08-15 17:13:07
good,5,2021-08-15 17:11:03
I think Worst app. I always upload money in this app and always at the end of transactions failed. Always and always. But my money debited from my account. Not trust app.,1,2021-08-15 13:39:38
thanks moru team..🥰🥰🥰🥰,5,2021-08-15 13:11:33
Best digital wallet,1,2021-08-15 12:12:11
Best app,5,2021-08-15 00:09:11
My reffer codes is not working it says ..refer code is not working when i try to refer it....please solve the issues fast,5,2021-08-14 10:20:38
good,1,2021-08-13 12:15:38
Very good apk WALLET. I like this app.,5,2021-08-13 06:45:57
The best digital wallet in nepal,5,2021-08-12 21:56:48
PRA dip 20,5,2021-08-12 20:02:41
It is not opening in my phone. Plz solve this problem,1,2021-08-12 19:04:38
I will first time used top up recharge cash back is 3% it's good for as but I'll load money in my bank bank account show withdrawn this amount but moru not show in moru wallet in after 3 hour,1,2021-08-11 13:14:56
best app but never giving a money,5,2021-08-11 11:03:15
How to use this app,1,2021-08-10 10:20:47
Op,5,2021-08-09 11:59:53
What a wonderful app. The speed to top up is fast . I like this app very much. Thanks for the creater for this app. I love this app♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️,5,2021-08-09 11:26:17
राम्राे,3,2021-08-08 15:08:11
no cost for bank transfer. best thing download everyone,5,2021-08-08 14:22:40
best service,5,2021-08-08 11:19:33
good,5,2021-08-07 12:09:09
I have load money from bank but in my wallet balance isn't transfered ruppes has been cut off from my bank account..,2,2021-08-07 06:11:21
superp app for mobile wallet,5,2021-08-06 21:15:19
I load money from my bank account and money was deducted from my bank account but not credited in my moru wallet.,1,2021-08-06 18:02:23
"Excellent Features Like Free Bank Transfer , More Cashback ! Moru Should Work On Enhancing UI . Please Bring New Update On UI Interface",5,2021-08-05 10:07:34
very good app but need to add more bank option I didn't found my bank option need to update,3,2021-08-05 09:20:02
nice app 👌👌👌,5,2021-08-05 00:27:00
the apps is successful erny mobile mobile wallet,5,2021-08-04 08:09:30
best earing app,5,2021-08-03 13:42:30
Nice,5,2021-08-03 12:11:20
Nice apps,5,2021-08-02 17:42:58
best app😍,5,2021-08-02 17:05:52
nice app👍👍👍👍👍,4,2021-08-02 12:29:42
what a great app❤️,5,2021-08-02 06:48:42
Why there is no counter deposit option available...?,3,2021-08-02 06:21:00
Good for digital services all over Nepal,5,2021-08-01 23:19:36
poor service,1,2021-08-01 22:13:14
Not so good,1,2021-07-31 21:36:47
best ape,5,2021-07-31 19:28:19
worst apps,1,2021-07-30 08:20:47
"I think Very wonderful wallet app in nepal. It very good app for utility or other many payments. It can't be compare with esewa, khalti or other wallet because it is best.",5,2021-07-29 22:56:31
Quick erning plz,5,2021-07-29 09:26:09
nice🥰🥰🥰🥰,4,2021-07-28 18:10:24
nice earn apps,4,2021-07-28 08:30:05
best app,5,2021-07-28 07:58:45
Free to Shift Cash Between Banks and it's Amazing!,4,2021-07-27 08:16:28
World bakbas App This app is so many bugs Don't download this,1,2021-07-27 07:19:03
Good,4,2021-07-26 18:13:00
very nice app,1,2021-07-26 16:04:03
good apps.,5,2021-07-26 15:15:34
Ilove app,5,2021-07-26 09:37:39
"Moru is better than other, free bank transfer, free withdraw and high cash back... And add mobile banking load fund from siddhartha bank...",5,2021-07-25 21:57:26
it takes time to send and receive money!,2,2021-07-24 19:09:01
Ganesh Acharya,5,2021-07-23 20:07:25
Referral system kasto xa 1 device 1 account ho yesto kaam xinna 1device deraii account banaunu la,1,2021-07-23 18:57:13
Very good aps,5,2021-07-23 17:04:36
janma sip liyer ago ko xaraw gare paxi n aune k xa raw?,5,2021-07-23 15:26:50
Impressive and Very useful Moru App,5,2021-07-23 14:15:59
This app not give recharge This app is waste Thus is not working,1,2021-07-22 07:56:02
its very useful for me,5,2021-07-21 12:10:36
"According to the bonus, Its good wallet but According to the speed of Top-up other features speed its too much slow than other Nepalese digital wallets. Please Solve this problem first. It need more internet speed than other. So i gave 2 stars for it otherwise its good.",2,2021-07-21 11:34:35
Why u closed refer and earn,5,2021-07-21 08:37:05
Wow,5,2021-07-20 21:54:18
This is a best and use full apps,5,2021-07-20 21:43:40
thank you,5,2021-07-19 10:57:15
Very Useful Apps🙏👌👍,5,2021-07-15 11:31:06
Love this wallet,5,2021-07-14 18:06:13
good apps,5,2021-07-11 17:58:33
Nice app keep going👌..,5,2021-07-11 14:30:01
Don't use this app .west your time,1,2021-07-11 13:11:19
pLz sir freefire ma topup ma pani subedha dhunue paro,3,2021-07-11 08:21:30
Amazing payment app but need to add more shop and merchants.,5,2021-07-10 17:48:42
Ha ha ha 😊😊😊😎😎😉😃,5,2021-07-10 17:02:55
It works good but there is no cashback in electricity bill.,3,2021-07-10 13:56:15
Nice,1,2021-07-09 23:49:07
Trusted app,5,2021-07-09 11:53:38
I am Happy with this moru app 😘😘❤,5,2021-07-08 14:51:44
Good🤨,5,2021-07-08 07:58:58
very bad aap,1,2021-07-06 15:24:34
Fake app,1,2021-07-04 17:58:22
"Best wallet with more cashback than other ,, thanks moru digital wallet",5,2021-07-04 13:10:06
Maile recharge halda kina credit vayena,1,2021-07-04 05:41:26
It is very good Ok,5,2021-07-03 21:19:44
"If possible please kindly link the wallet with insurance companies, capital markets so that we can pay premiums, renewal fees etc.",5,2021-07-03 21:10:44
Good app,5,2021-07-03 20:46:04
How to deactivate account,5,2021-07-03 13:08:04
🤗😍🤩,5,2021-07-03 08:33:21
Refer and earn is not working. When I tried to check referral program by creating new account for my friends. I found it a not working. He got registered without giving me anything. Please fix this bug.,2,2021-07-03 00:12:36
Awesome one,5,2021-07-02 10:04:22
best app for online transactions ... i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon ..,5,2021-07-01 19:19:08
"Very very authentic, reliable, trustworthy and responsible wallet app .",5,2021-07-01 19:10:43
Ilove this app ♥️♥️♥️,5,2021-07-01 15:10:53
Nice,5,2021-07-01 13:05:14
निके,5,2021-06-30 19:54:14
Nice app very useful app 😍😍love it,5,2021-06-30 18:58:27
Will deserve 5🌟 if there is bank account link feature and fonepay QR payment integration.,4,2021-06-29 02:20:57
Good apps,1,2021-06-29 02:20:42
Great app,5,2021-06-28 12:55:21
Very bad customer service,1,2021-06-28 11:53:36
Wow khatra paisa aaudo raiixa,5,2021-06-27 19:06:58
Thank you for providing free services I used to use esewa but now it's better. Please add remittance features.,5,2021-06-27 17:36:44
Thank you so much,1,2021-06-26 12:30:48
यो app बाट refer गरेर पैसा कमाउने माध्यम निकै राम्रो लाग्यो साथै सम्पुर्ण कुराहरु सजिलो छ यसमा धन्यवाद moru ❤️,5,2021-06-25 21:41:22
Yo app ko barema sabai ramro lagyo tara aaja tara aaja refer and earn ma mero link bata 6 oota jati account create gari sakey tara bonus payeko xaina😔 May be some glich please manage it as soon as possible 🙏 thank you 😊,5,2021-06-25 19:13:36
"All the services provided by you are excellent but one thing that helps your customers to load fund easily that is you should add the option of "" Moru Load"" in all Mobile banking Apps which has been using in Nepal... So that we can Load money easily and safely...",5,2021-06-25 11:33:41
Nice app.Can fulfill customer need as a important thing.I like it very much.,5,2021-06-24 14:33:44
"Its work fine for Recharge and free Bank transfer.But I would like to give some suggestion to inprove it more.please provide the ""Send & Receive Remittance."",Increase the security of log in authentication while log in from other device., there is limited water supply payment. Add more water supply payment.& Give more % cash back for recharge & others payments.Your response to our feefback will always motivate us to use moru.Thank you for helping us make our dily lives easier in this difficilt su",5,2021-06-24 12:35:25
It is more convenient to use and faster. I like this app.,4,2021-06-23 12:46:46
It works really well🙂 I love it😊,5,2021-06-23 10:35:00
good moru,5,2021-06-22 19:25:18
Very good service,5,2021-06-22 15:46:25
nice,5,2021-06-22 07:56:31
Really this app very useful,5,2021-06-21 16:25:46
It is best digital wallet,4,2021-06-21 10:28:46
My favourite app,5,2021-06-21 09:51:04
Free bank transfer and more... Loved it.,5,2021-06-21 09:23:09
My name sristi neupane,5,2021-06-21 02:50:03
Nice keep going beautifully 😌💗,1,2021-06-20 12:54:33
Good,4,2021-06-20 07:07:00
This app is not fake,5,2021-06-19 10:17:24
Very nice app,5,2021-06-18 18:49:46
Nice app,5,2021-06-18 12:56:59
Very good app,5,2021-06-18 12:04:14
This app is really nice 👍👍👍,5,2021-06-18 11:36:43
Really good apps,5,2021-06-18 09:50:46
Best,5,2021-06-17 16:45:10
Completly satisfied,5,2021-06-17 14:53:28
Can we do topup in games from this app.🤔,4,2021-06-17 14:12:45
Good,5,2021-06-16 20:13:55
It's really good app. I suggest you to download this application,1,2021-06-16 17:18:20
Excellent apps🤗🤗🤗,5,2021-06-16 16:08:18
Awesome,1,2021-06-16 15:52:18
Very good application l loved this apps,5,2021-06-16 10:14:09
Good,5,2021-06-16 08:12:35
Nice transaction app,5,2021-06-16 08:11:18
Completely satisfied with the services... Recommended.,5,2021-06-16 00:01:42
This app is very good,5,2021-06-15 21:40:11
Excellent,1,2021-06-15 21:21:49
Very good app refer and earn..😍,5,2021-06-15 21:06:15
Worst app in the field of digital payment,1,2021-06-15 20:42:44
❤❤,1,2021-06-15 19:08:19
Why this app not running today?,1,2021-06-15 18:33:36
"It has been great for me using this app. As i am rating this app 4 star, in the nearest future it can be more complete and beneficial to its customers.",4,2021-06-15 18:31:04
I don't know but I heard that we have to fill the form of kyc and we can get 5000.0 but I fill kyc and I was verified also but I don't have money,5,2021-06-15 17:16:10
Totally underrated app There was a offer to refer this app and earn I found nothing,1,2021-06-15 16:33:04
very good aaps,5,2021-06-15 14:57:20
This is very good app,3,2021-06-15 13:13:03
very nice app....love the service free of cost on payment and bank transfer....keep it up...,4,2021-06-15 12:40:08
Why not update,2,2021-06-15 11:31:24
App update garepaxi pani plz update vanera lekhiraxa. Digital wallet ma esto problem hunu hudaina. Maile app lai uninstall garera pani here. Kasai gari vayena.,1,2021-06-15 11:07:04
It's too good to use,5,2021-06-15 10:57:39
best digital wallet very good,5,2021-06-15 10:54:34
Its really good,5,2021-06-15 10:54:21
Good,4,2021-06-15 10:41:25
This is good,5,2021-06-15 10:10:38
Good,5,2021-06-15 09:31:53
Good app I like it,5,2021-06-15 08:40:34
Best psp in nepal,5,2021-06-15 08:19:50
Nice wallet for bank transfer free,5,2021-06-14 19:15:08
This the most bakwass app i have ever seen. Please dont install this. The honour of this app creates headache for girls in social media & blackmails with a fake id!!,1,2021-06-14 14:02:42
This app is very useful and great for now days ☺ But how to increase wallate money ...?🤔,5,2021-06-14 11:07:48
आएन भने Hack गरदिन्छु,5,2021-06-13 10:48:30
So good,5,2021-06-12 12:31:26
Best app,5,2021-06-12 11:13:28
Its is a great app although many options are missing like load the moru wallet from my citizen bank mobile banking other mobile banking apps. Its quite frustrating sometimes.,4,2021-06-11 17:42:04
totally waste of tym n space of mbl...,1,2021-06-11 08:58:40
Dami xa app,5,2021-06-10 22:59:51
Use less app,1,2021-06-10 22:39:23
Good app,5,2021-06-10 14:14:03
Very good working condition this app,5,2021-06-09 22:27:24
nice app,4,2021-06-09 21:48:11
please help me how to login? step by step,3,2021-06-09 17:24:02
Very nice,5,2021-06-09 16:05:26
I am completely satisfied and recommend others to use this app for bill payments and many more. It has good customer support. It is one of the best financial app on playstore. Thank u Moru team.,5,2021-06-09 15:36:21
I loved it .. NO ANY CHARGES FOR TRANSFER OF MONEY ❤️❤️,5,2021-06-09 14:42:39
Best app of money earning for nepal,5,2021-06-09 10:28:51
Worst app ever if you are thinking to download. Never download this app.,1,2021-06-09 08:59:33
Muji sale chor khoi mero 100rs aayenaa,1,2021-06-08 17:38:07
"I'm thrilled with the services of fered by""moru -digital wallet "" like cash back ,free bank transfer and others.i wish I knew about this wallet earlier.keep serving with amazing features in coming days as well.i now use this for pretty much every digital bill payment (only available here)and have asked my friend to join this wallet as well.",5,2021-06-08 12:22:48
Best app,5,2021-06-07 23:44:55
Susmita,5,2021-06-07 21:33:05
there is no place to enter referral code just disgusting,1,2021-06-07 11:59:07
Hello sir I have logout my moru account and I have written wrong password i think but I know now but it's saying your account is locked try after 1 hour what should I do now I have gained so much money so please tell me should I wait and what does that your account is locked meaning give me the idea please if I have forgotten my password what should I do .,5,2021-06-07 09:12:25
Do not show refer option while creating new account,1,2021-06-06 21:12:41
"One of the worst app ever seen. It says your daily daily password reset limit has reached.So, i havrle to wait for tomorrow what the pok. Bro hire some professional programmer; you guys really need to think about it. 🤣🤣🤣🤣 What a app 🤣",1,2021-06-06 17:53:51
Really nice app love it 😍💙❤ can you tell me how to get 31 as digital sena I'm little bit confused,5,2021-06-06 14:00:42
Usefull application,5,2021-06-06 12:41:22
I have done refer and earn but money is not added in my account,1,2021-06-05 21:14:08
love moru,5,2021-06-05 20:27:23
F u c k you this app is Fake muggi khatey aap randi laro kha muggi I don't wanna give 1 star also,1,2021-06-05 10:43:48
Sorry to say but i really don't like this app.,1,2021-06-04 12:09:45
Wow,5,2021-06-03 20:04:49
It's quite good and simple to use the app the facilities is also good,5,2021-06-03 18:49:08
This app is awesome app..i enjoyed a oot using this services thanks for this app...,5,2021-06-02 15:48:29
The same pp size photo I used the same image in esewa Prabhu pay and Khalti my KYC was verified but they give unecessary trouble to fill KYC twice .....I suggest all of you to use Other well renowned Digital Wallet they are more convenient,1,2021-06-02 14:05:37
This is very bad app,1,2021-06-02 13:11:07
Yo app kaam xina hami lai murga banayo ko ho. Paisa Pani aaudina Ani tapai Haru le yo app install garnu vayo vane app banaune lai faida hunxa hami lai kei faida xina.. it's fake app.,1,2021-06-02 10:36:13
Good app,5,2021-06-02 09:47:13
Very good app. Free bank transfer garne 1 matra Nepal ko wallet.,4,2021-06-02 08:06:27
Far better app.,5,2021-06-01 21:53:40
Chhitter mann Not good very bad Apps,1,2021-06-01 20:31:08
U blocked ma id😎 yeta 0 star vanda 1 star sano hune raixa tei vayera didai xu..,1,2021-06-01 20:18:56
"I cant login now, it shows login failed😥",4,2021-06-01 19:34:48
🤔🤔,5,2021-06-01 15:00:54
It's very hard to verify 🤯👎,1,2021-06-01 14:29:44
Good thing needs no feedback,5,2021-06-01 14:21:06
"HELLO SIR, IN THIS APP CAN WE TOPUP RUPEES IN OUR SIM. IS IT REALLY PLEASE GIVE ME REPLAY?",2,2021-06-01 12:11:25
enjoying this app but can my foreign friend can activate this app?,5,2021-06-01 12:03:44
i was little disappointment of internet payment method. As i was expired my Websurfer wifi internet service this apps couldn't find my details although i provided currect customer id it says invalid so i paid my wifi amount from esewa and get instant paid after that when my wifi router run then only moru apps provided my details which was says invalid before.. so whats the actual value of this internet payment... so moru has to improve this problems #moru #problems,3,2021-06-01 09:17:44
I saw this app in facebook so i download and a I shared but it still doesn't pay why???,1,2021-06-01 09:03:47
Fast response,5,2021-05-31 21:01:42
"My friends said in this app you can earn money if I used it. Hence I used many times a days and month,it seems like esewa and khalti wallet not special to earn money here.",1,2021-05-31 19:12:23
My kyc form is not verified till now.Its more than 3 4 hours. Why is this late ?,2,2021-05-31 15:25:18
nice application,4,2021-05-31 10:32:52
Updated and give offline recharge,5,2021-05-31 10:07:22
online earn money,1,2021-05-31 06:12:26
Wow great application..,5,2021-05-30 20:29:35
Wow,5,2021-05-30 19:41:52
I can't open this apps oppo f1/oppoA1 phone please bugs fixs,1,2021-05-30 18:17:29
It's too good to use and happy by getting more cashback more than others wallet.,1,2021-05-30 17:01:36
It's good,5,2021-05-30 16:34:13
😍💪🖋,5,2021-05-30 15:50:48
This digital wallet seems expensive than other apps I'm using. Really not satisfied.,1,2021-05-30 15:36:21
"Thanks to the MORU team.. They have a very good co-ordination with good team.. And many features are too good, like free bank transfer.. I Love using MORU!!",5,2021-05-30 14:48:08
This is totally corrupt its blocked my money while loading..moru is ...plz return my money..in wallet,1,2021-05-30 12:41:46
Very good,5,2021-05-29 20:48:55
Nice,5,2021-05-29 12:13:30
there are many problem in this app i can't load money in this app,1,2021-05-29 08:02:12
it is unuseless app .,1,2021-05-28 20:11:41
Well good,5,2021-05-28 12:22:17
Good,5,2021-05-28 10:42:28
Everyone say easy to earn money from moru but I try many time but no profit please say how to earn money through this app..,3,2021-05-28 08:00:39
"Well everything is fine except for lpading funds we should get more option,like sct cards,visa cards,would be good if it were added in the next update",2,2021-05-27 15:48:46
कहिले न भाको mb khaane kaam ta गर्दैन यो यप ले 😂,2,2021-05-27 11:19:44
Better Wallet,5,2021-05-27 11:13:51
English,1,2021-05-26 18:09:13
"Lots of bug in apps, second time i am trying to use but usless service ........we can not change document when it is not clear to ms moru......useless apps.",1,2021-05-26 15:13:49
🙏🙏,1,2021-05-26 13:47:53
Useless!!!,1,2021-05-26 13:07:13
ANUP KANDEL raid ❤️,5,2021-05-26 11:03:56
Ramro xa,5,2021-05-26 09:20:32
Plz tell me the detail about it??,3,2021-05-26 08:30:39
amazing app,5,2021-05-26 07:24:19
Very good app but needs update,5,2021-05-25 22:49:10
I don't receive balance by this app but format of app is very good ❣️👌,4,2021-05-25 20:23:52
Kyc form jati bhare pni mildaina bhanxa k ho.,1,2021-05-25 18:18:12
One of the best digital wallet in Nepal,1,2021-05-25 17:49:10
Why I don't find sidhartha bank here?,1,2021-05-25 14:37:31
Hawa app ho,5,2021-05-25 08:23:43
Op aappp,5,2021-05-24 21:22:50
Nice app,5,2021-05-24 14:27:10
I do so many refund but i haven't got the refund money,3,2021-05-23 21:53:08
Wow nice app,5,2021-05-23 21:38:08
Update standard chartered Bank,1,2021-05-23 21:09:39
🖒,5,2021-05-23 20:15:39
It is easy and suitable digital payment system but it's have only limit payable ...... .....,4,2021-05-23 16:45:32
Hamro Nepal 🇳🇵 Ramro Nepal 🇳🇵🥳,5,2021-05-23 16:30:51
This app is banded,1,2021-05-23 13:55:08
Moru apps is fake don't download and don't use.,1,2021-05-23 13:45:30
Its good but there is problem while loading balance from connect ips.,5,2021-05-23 13:38:39
It was so fun to earn balance from this app 😂❤️ I love this app,5,2021-05-23 11:26:54
Amezing,5,2021-05-22 22:08:20
I forgot my password how to regain ...password,5,2021-05-22 18:20:28
Very good app,5,2021-05-22 13:30:34
Good,5,2021-05-22 10:00:15
"There is saying and have a slot refer & earn , i have referred my referral link to my friend and they have also created account but i didn't get my referral amount.",2,2021-05-22 01:14:56
This app not give money,1,2021-05-21 22:40:11
Kati choti try gare install garnee uninstall gareko thiye install Garda install nai vae rako xaina,1,2021-05-21 20:23:48
It is having problem while creating account then how much problem be there in app. I have tried 10 or more than 10 times but it is not working the waste of time,1,2021-05-21 17:36:43
Is that real that when we create an account rs 100 will come automatically in our account,2,2021-05-21 13:08:31
Excellent,3,2021-05-21 13:04:50
Op,5,2021-05-21 12:38:37
"I have installed this at least 6,7 times and try to create account but i didnt get verification code on my number.Please tell how to solve this??",1,2021-05-21 09:33:43
Sorry to say but I don't like this app. App ma privacy chhaina. Jasko referral code bata aafule id banaune ho usko ma aafno naam gaye ni number najanu parne. Yasaree ta number public hunxa. I think moru should fix this problem..,1,2021-05-21 09:22:54
It is a very good app I like all its features,5,2021-05-21 09:22:22
यो app फेक्क रहेछ। मेरो पैसा ट्रान्सफर भयो तर मोबाइल मा आएन app बाटचाई काट्यो 🤬🤬🤬,1,2021-05-21 07:24:04
I don't like this app beacuse i have created two new account from my refferal code... But as there is written refern and earn. But i don't get a rupees.. Eo i rate this 1star totally worst aap.,1,2021-05-21 00:03:35
I don't have use this application befor now. So that I am feeling uncomfortable to how to use this apps. And how could we earning from it.,1,2021-05-20 20:35:06
Not satisfied.,1,2021-05-20 17:48:45
Op,1,2021-05-20 16:38:24
Samjhna tmg,1,2021-05-20 15:24:34
Nice apps,5,2021-05-20 14:49:01
Very good,5,2021-05-20 14:05:03
Osm,5,2021-05-20 11:29:16
Khoi ta balance ta aayena ni hawa app..,1,2021-05-20 06:41:48
Nice app,5,2021-05-19 21:23:14
Not sure,5,2021-05-19 11:49:02
lamichhane@ 123,4,2021-05-19 10:19:34
Kam xain,5,2021-05-19 09:13:13
its just ❤️wow,1,2021-05-19 08:05:40
Can anyone teach me how to use this app,1,2021-05-19 08:05:29
big file,3,2021-05-18 18:01:20
Amazing 😄,5,2021-05-18 17:23:05
